,from,to,pathway,database
7777,Rpn13,Prosalpha3,ppi,ppi
7778,CG2862,CG11267,ppi,ppi
7779,Strica,CG8478,ppi,ppi
7780,l(2)k01209,az2,ppi,ppi
7781,ref(2)P,Prosalpha1,ppi,ppi
7782,Mpcp2,CG4729,ppi,ppi
7783,ATPsynG,Jwa,ppi,ppi
7784,GstO3,yip2,ppi,ppi
7785,porin,Cisd2,ppi,ppi
7786,CG8036,fabp,ppi,ppi
7787,D12,MBD-R2,ppi,ppi
7788,Kap-alpha3,MRP,ppi,ppi
7789,Rab5,ScsbetaA,ppi,ppi
7790,Prosbeta1,CG7675,ppi,ppi
7791,dnk,nwk,ppi,ppi
7792,Yp1,CG16826,ppi,ppi
7793,Mlc2,ND-PDSW,ppi,ppi
7794,CG2199,MED17,ppi,ppi
7795,ATPsynbeta,Nlp,ppi,ppi
7796,Tsf1,CG31343,ppi,ppi
7797,CycB,CycB3,ppi,ppi
7798,Gfat2,Cyp12d1-p,ppi,ppi
7799,fabp,TER94,ppi,ppi
7800,cib,fabp,ppi,ppi
7801,CG3008,CG7185,ppi,ppi
7802,regucalcin,CG14715,ppi,ppi
7803,Tm2,CG7920,ppi,ppi
7804,spidey,CG15098,ppi,ppi
7805,CG5854,UQCR-C2,ppi,ppi
7806,CG2064,CG13220,ppi,ppi
7807,RpS21,Sh3beta,ppi,ppi
7808,eIF2Bepsilon,CG3511,ppi,ppi
7809,hiro,pps,ppi,ppi
7810,Ost48,CG32638,ppi,ppi
7811,Rpt6,Rpt3,ppi,ppi
7812,ScsbetaA,Gfat2,ppi,ppi
7813,CG11596,CG34205,ppi,ppi
7814,Ost48,l(1)G0156,ppi,ppi
7815,regucalcin,CG6084,ppi,ppi
7816,Ip259,CG8939,ppi,ppi
7817,CG9467,TER94,ppi,ppi
7818,CG12262,CG33303,ppi,ppi
7819,Pa1,Lpt,ppi,ppi
7820,Ip259,l(1)G0020,ppi,ppi
7821,RanGAP,cert,ppi,ppi
7822,CG2064,CG13887,ppi,ppi
7823,wal,CG33253,ppi,ppi
7824,mEFTu1,UQCR-C2,ppi,ppi
7825,RpS5a,GluProRS,ppi,ppi
7826,Eno,Hsc70Cb,ppi,ppi
7827,Su(H),insv,ppi,ppi
7828,Su(H),insv,ppi,ppi
7829,PCNA,Sh3beta,ppi,ppi
7830,Gp93,Vha68-2,ppi,ppi
7831,Rpt3,Prosalpha1,ppi,ppi
7832,CG6340,CG10585,ppi,ppi
7833,Act88F,Ald,ppi,ppi
7834,CG16885,CG31343,ppi,ppi
7835,Spindly,Sc2,ppi,ppi
7836,Eno,Tctp,ppi,ppi
7837,Spindly,SERCA,ppi,ppi
7838,CG1532,CG11777,ppi,ppi
7839,CG5355,CG14715,ppi,ppi
7840,awd,CG8036,ppi,ppi
7841,CG6610,CG10418,ppi,ppi
7842,RpLP0,scf,ppi,ppi
7843,Akap200,CG4598,ppi,ppi
7844,Nxt1,CG9723,ppi,ppi
7845,dsh,MED27,ppi,ppi
7846,nop5,Ns1,ppi,ppi
7847,CG4278,isoQC,ppi,ppi
7848,Use1,Sec22,ppi,ppi
7849,Rpn8,Prosalpha7,ppi,ppi
7850,Sec63,Ranbp9,ppi,ppi
7851,Uch,CG10638,ppi,ppi
7852,Vha100-1,VhaAC45,ppi,ppi
7853,ZnT63C,CG14767,ppi,ppi
7854,Rpt3,Rpn2,ppi,ppi
7855,14-3-3epsilon,CG4570,ppi,ppi
7856,drl,cbs,ppi,ppi
7857,CG34172,Mhc,ppi,ppi
7858,CG8578,Swip-1,ppi,ppi
7859,CG5973,rept,ppi,ppi
7860,dsh,MED23,ppi,ppi
7861,CG2767,yip2,ppi,ppi
7862,CaBP1,TER94,ppi,ppi
7863,REG,Prosbeta4,ppi,ppi
7864,CG8939,CG1234,ppi,ppi
7865,Calr,Inos,ppi,ppi
7866,Eip55E,Prx2540-2,ppi,ppi
7867,Hrb87F,glo,ppi,ppi
7868,CG13887,GstE6,ppi,ppi
7869,Rpt6,ScsbetaG,ppi,ppi
7870,Ald,Pgd,ppi,ppi
7871,Pi3K68D,Gfat2,ppi,ppi
7872,Hsc70-3,hbs,ppi,ppi
7873,Eno,Mdh2,ppi,ppi
7874,Bacc,grsm,ppi,ppi
7875,Ip259,CG32344,ppi,ppi
7876,scf,Gp93,ppi,ppi
7877,boca,CG2017,ppi,ppi
7878,az2,cert,ppi,ppi
7879,OstDelta,PMCA,ppi,ppi
7880,Hmgs,Pcyt2,ppi,ppi
7881,MED30,MED4,ppi,ppi
7882,CG7049,CG1218,ppi,ppi
7883,Hem,Sra-1,ppi,ppi
7884,Hem,Sra-1,ppi,ppi
7885,Hem,Sra-1,ppi,ppi
7886,Hem,Sra-1,ppi,ppi
7887,Hem,Sra-1,ppi,ppi
7888,CG12004,CG7668,ppi,ppi
7889,Mf,CG7920,ppi,ppi
7890,Ntf-2,capt,ppi,ppi
7891,CG10863,CG6084,ppi,ppi
7892,chic,CG6084,ppi,ppi
7893,Ald,CG10638,ppi,ppi
7894,blw,CG2064,ppi,ppi
7895,Pi3K68D,scf,ppi,ppi
7896,Sod1,CG10638,ppi,ppi
7897,Tim8,Oscillin,ppi,ppi
7898,Rpt5,CG2064,ppi,ppi
7899,CG2010,TER94,ppi,ppi
7900,Eno,Pglym78,ppi,ppi
7901,Rpt1,CG11885,ppi,ppi
7902,Cnx99A,CCT6,ppi,ppi
7903,Acon,CG5177,ppi,ppi
7904,Rab7,Rab6,ppi,ppi
7905,Idgf4,apolpp,ppi,ppi
7906,CG13319,CG2046,ppi,ppi
7907,fz4,wntD,ppi,ppi
7908,fz4,wntD,ppi,ppi
7909,Hel25E,SERCA,ppi,ppi
7910,ATPsynD,ATPsyngamma,ppi,ppi
7911,Gdi,regucalcin,ppi,ppi
7912,r,GluProRS,ppi,ppi
7913,porin,OstDelta,ppi,ppi
7914,Uch,scf,ppi,ppi
7915,dsh,CG7185,ppi,ppi
7916,Clic,CG10265,ppi,ppi
7917,CG13829,Vha14-1,ppi,ppi
7918,Gdh,ATPsynB,ppi,ppi
7919,Ssb-c31a,CG7971,ppi,ppi
7920,Sh3beta,CG2767,ppi,ppi
7921,Inos,cib,ppi,ppi
7922,Chc,CCT4,ppi,ppi
7923,Srp54,hfp,ppi,ppi
7924,GlyP,Scp1,ppi,ppi
7925,Prosbeta3,CG7675,ppi,ppi
7926,Rpt6,Rpn3,ppi,ppi
7927,up,CG7409,ppi,ppi
7928,Got1,CG11777,ppi,ppi
7929,betaCOP,PCB,ppi,ppi
7930,RpS15Ab,Mdh2,ppi,ppi
7931,AspRS,Cnx99A,ppi,ppi
7932,CG2070,CG31729,ppi,ppi
7933,Ntf-2,Trx-2,ppi,ppi
7934,MrgBP,Mapmodulin,ppi,ppi
7935,ZnT63C,SERCA,ppi,ppi
7936,Fer2LCH,PPO2,ppi,ppi
7937,Nlp,capt,ppi,ppi
7938,Fkbp12,CG11267,ppi,ppi
7939,Pih1D1,p23,ppi,ppi
7940,Uch,Stip1,ppi,ppi
7941,p23,TER94,ppi,ppi
7942,Ssb-c31a,snRNP-U1-70K,ppi,ppi
7943,Obp44a,Nplp2,ppi,ppi
7944,CG2852,Nacalpha,ppi,ppi
7945,regucalcin,GstO3,ppi,ppi
7946,Syx5,Use1,ppi,ppi
7947,Trap1,clu,ppi,ppi
7948,Rab2,Ost48,ppi,ppi
7949,Rme-8,Syx8,ppi,ppi
7950,porin,ATPsyngamma,ppi,ppi
7951,Rab11,Vha68-2,ppi,ppi
7952,GAPcenA,Nup358,ppi,ppi
7953,U2A,Gem2,ppi,ppi
7954,Surf4,spidey,ppi,ppi
7955,Mlc2,Mhc,ppi,ppi
7956,Arf79F,Rpt1,ppi,ppi
7957,hiro,tmod,ppi,ppi
7958,Rab5,Nfs1,ppi,ppi
7959,l(1)G0320,CG1416,ppi,ppi
7960,Cam,312,ppi,ppi
7961,Hsp83,Df31,ppi,ppi
7962,Calr,regucalcin,ppi,ppi
7963,MED8,MED10,ppi,ppi
7964,ash2,Set1,ppi,ppi
7965,ash2,Set1,ppi,ppi
7966,ash2,Set1,ppi,ppi
7967,ash2,Set1,ppi,ppi
7968,CG11656,rdhB,ppi,ppi
7969,CG10863,EndoGI,ppi,ppi
7970,CG11596,JhI-26,ppi,ppi
7971,Arc1,CG18787,ppi,ppi
7972,Prosbeta2,Prosalpha1,ppi,ppi
7973,ScsbetaG,CG2064,ppi,ppi
7974,Map205,Atx2,ppi,ppi
7975,ICA69,nwk,ppi,ppi
7976,PCNA,fabp,ppi,ppi
7977,MRG15,Lst8,ppi,ppi
7978,awd,fabp,ppi,ppi
7979,Hel25E,Gp93,ppi,ppi
7980,dsh,mor,ppi,ppi
7981,MED8,MED27,ppi,ppi
7982,Chc,Psa,ppi,ppi
7983,CCT3,Rpt6,ppi,ppi
7984,p23,CG2010,ppi,ppi
7985,mor,Psi,ppi,ppi
7986,Nlp,Fim,ppi,ppi
7987,Gpdh1,Nc73EF,ppi,ppi
7988,Nlp,RhoGDI,ppi,ppi
7989,Inos,CG2852,ppi,ppi
7990,TFAM,RfC4,ppi,ppi
7991,Rpt5,CG1416,ppi,ppi
7992,Ldh,GCS2beta,ppi,ppi
7993,GluProRS,CCT4,ppi,ppi
7994,up,ATPsynO,ppi,ppi
7995,boca,CG17002,ppi,ppi
7996,CG33303,SERCA,ppi,ppi
7997,ZnT63C,CG32698,ppi,ppi
7998,Rbm13,CG1234,ppi,ppi
7999,Jheh3,CG9186,ppi,ppi
8000,Sc2,mge,ppi,ppi
8001,Lam,Mkrn1,ppi,ppi
8002,MED14,MED4,ppi,ppi
8003,ATPsyngamma,mEFTu1,ppi,ppi
8004,Tm2,Mf,ppi,ppi
8005,CG3548,bocks,ppi,ppi
8006,eIF3c,eIF3l,ppi,ppi
8007,Fbp2,betaTub85D,ppi,ppi
8008,awd,capt,ppi,ppi
8009,CG1532,Trx-2,ppi,ppi
8010,Glt,Pi3K68D,ppi,ppi
8011,Acp1,CG4962,ppi,ppi
8012,Df31,CG7054,ppi,ppi
8013,cib,Chd64,ppi,ppi
8014,Past1,Rpt1,ppi,ppi
8015,CG10638,Pgk,ppi,ppi
8016,Sh3beta,TER94,ppi,ppi
8017,CG5885,spidey,ppi,ppi
8018,Tapdelta,Pp2A-29B,ppi,ppi
8019,Hsp27,Hsp70Aa,ppi,ppi
8020,Obp19d,Tpi,ppi,ppi
8021,CG1532,CG1129,ppi,ppi
8022,RpS21,CG1218,ppi,ppi
8023,Surf4,jagn,ppi,ppi
8024,CG4611,mTerf3,ppi,ppi
8025,dom,MrgBP,ppi,ppi
8026,Tctp,CG14715,ppi,ppi
8027,wal,Past1,ppi,ppi
8028,wal,cathD,ppi,ppi
8029,up,TpnC4,ppi,ppi
8030,CG2852,CG8993,ppi,ppi
8031,CG13887,CG11857,ppi,ppi
8032,Adh,Actn,ppi,ppi
8033,Rpn7,CG2046,ppi,ppi
8034,up,kdn,ppi,ppi
8035,Prosbeta4,Rpn13,ppi,ppi
8036,l(1)G0156,TER94,ppi,ppi
8037,snRNP-U1-70K,CG4119,ppi,ppi
8038,rdgB,l(2)k01209,ppi,ppi
8039,AnxB10,CG5174,ppi,ppi
8040,CG6340,CG10949,ppi,ppi
8041,Gpdh1,up,ppi,ppi
8042,boca,UQCR-C2,ppi,ppi
8043,Sod1,Cyp1,ppi,ppi
8044,Nlp,CG11267,ppi,ppi
8045,AspRS,MetRS,ppi,ppi
8046,mEFTu1,SerRS,ppi,ppi
8047,Ald,Lsp2,ppi,ppi
8048,cathD,Mec2,ppi,ppi
8049,Hsp22,hyd,ppi,ppi
8050,regucalcin,CG10184,ppi,ppi
8051,Pdi,CG8036,ppi,ppi
8052,Rpn1,CG12321,ppi,ppi
8053,Cp1,ScsbetaG,ppi,ppi
8054,ZnT63C,Scamp,ppi,ppi
8055,PHGPx,CG6084,ppi,ppi
8056,CG5177,kdn,ppi,ppi
8057,Ald,Pglym78,ppi,ppi
8058,Ada3,Atac1,ppi,ppi
8059,Ada3,Atac1,ppi,ppi
8060,Ada3,Atac1,ppi,ppi
8061,Dp1,Gale,ppi,ppi
8062,Yp1,Fer1HCH,ppi,ppi
8063,l(2)k01209,CG1513,ppi,ppi
8064,CG3164,CG12012,ppi,ppi
8065,UQCR-6.4,CG12262,ppi,ppi
8066,CG16826,Pgk,ppi,ppi
8067,Rab2,UQCR-C2,ppi,ppi
8068,Adh,ND-18,ppi,ppi
8069,Rpn9,Rpn13,ppi,ppi
8070,CCT7,Vha68-2,ppi,ppi
8071,Syx8,Syx18,ppi,ppi
8072,dup,geminin,ppi,ppi
8073,Rpn8,Rpn7,ppi,ppi
8074,DCTN2-p50,LRR,ppi,ppi
8075,Sc2,CG12262,ppi,ppi
8076,awd,Pgk,ppi,ppi
8077,sced,CG10887,ppi,ppi
8078,Calr,scf,ppi,ppi
8079,Argk,CG14207,ppi,ppi
8080,dgt5,msd1,ppi,ppi
8081,dgt5,msd1,ppi,ppi
8082,dgt5,msd1,ppi,ppi
8083,Syx8,Gos28,ppi,ppi
8084,CG1910,CG2852,ppi,ppi
8085,CG1532,CG1218,ppi,ppi
8086,Prosalpha4,Calr,ppi,ppi
8087,Pfdn1,mgr,ppi,ppi
8088,CG15445,vis,ppi,ppi
8089,CG15445,vis,ppi,ppi
8090,CG15445,vis,ppi,ppi
8091,CHMP2B,Chmp1,ppi,ppi
8092,IleRS,ArgRS,ppi,ppi
8093,Psi,ZAP3,ppi,ppi
8094,Pcyt2,Lst8,ppi,ppi
8095,CG15717,psidin,ppi,ppi
8096,mtSSB,Ntf-2,ppi,ppi
8097,dod,PHGPx,ppi,ppi
8098,CG4908,GAPcenA,ppi,ppi
8099,Uch,Prx2540-2,ppi,ppi
8100,up,Mdh2,ppi,ppi
8101,ecd,holn1,ppi,ppi
8102,Rpt1,Mec2,ppi,ppi
8103,Hsp83,Nlp,ppi,ppi
8104,MED10,MED27,ppi,ppi
8105,Pdi,regucalcin,ppi,ppi
8106,Mec2,bbc,ppi,ppi
8107,Gapdh2,apolpp,ppi,ppi
8108,emb,Scamp,ppi,ppi
8109,ATPsyngamma,Mec2,ppi,ppi
8110,Obp56d,apolpp,ppi,ppi
8111,Ntf-2,RhoGDI,ppi,ppi
8112,Akap200,CG2852,ppi,ppi
8113,CG3008,MED23,ppi,ppi
8114,ix,MED30,ppi,ppi
8115,CCT3,Mpcp2,ppi,ppi
8116,CG12321,Prosbeta7,ppi,ppi
8117,CG3008,Cyp12d1-p,ppi,ppi
8118,Ald,Mdh2,ppi,ppi
8119,Fim,Sh3beta,ppi,ppi
8120,Calr,Chd64,ppi,ppi
8121,Rpn6,Prosalpha3,ppi,ppi
8122,Rab18,CG15891,ppi,ppi
8123,MED6,MED31,ppi,ppi
8124,fax,CG15098,ppi,ppi
8125,SsRbeta,Rab2,ppi,ppi
8126,Nph,Nacalpha,ppi,ppi
8127,awd,CG1910,ppi,ppi
8128,Chc,PCB,ppi,ppi
8129,CCT7,Gp93,ppi,ppi
8130,Fer2LCH,apolpp,ppi,ppi
8131,MED23,MED27,ppi,ppi
8132,Psi,CG10077,ppi,ppi
8133,Pi3K68D,MRP,ppi,ppi
8134,Argk,Mf,ppi,ppi
8135,sax,CG14767,ppi,ppi
8136,bor,alpha-Spec,ppi,ppi
8137,Irbp,RfC4,ppi,ppi
8138,GluProRS,msk,ppi,ppi
8139,CG11267,fabp,ppi,ppi
8140,Cdk8,CG2017,ppi,ppi
8141,Cpr62Bc,CG4962,ppi,ppi
8142,Hsc70-3,CG7737,ppi,ppi
8143,Syb,CG2064,ppi,ppi
8144,Rpt6,Rpn7,ppi,ppi
8145,Srp68,CG31694,ppi,ppi
8146,vers,Mhcl,ppi,ppi
8147,Pdi,Uggt,ppi,ppi
8148,Prx2540-2,CG8993,ppi,ppi
8149,Bap60,Larp4B,ppi,ppi
8150,ATPsynG,Scamp,ppi,ppi
8151,Prx2540-2,capt,ppi,ppi
8152,CG2064,Spt-I,ppi,ppi
8153,MED23,MED14,ppi,ppi
8154,Prx2540-2,dj-1beta,ppi,ppi
8155,Act79B,Mf,ppi,ppi
8156,CG7148,CG32221,ppi,ppi
8157,Tapdelta,CG12262,ppi,ppi
8158,Clic,PHGPx,ppi,ppi
8159,Chc,SERCA,ppi,ppi
8160,snRNP-U1-70K,ApepP,ppi,ppi
8161,Ssdp,MED18,ppi,ppi
8162,Sh3beta,p23,ppi,ppi
8163,porin,CG2065,ppi,ppi
8164,Syx13,Syx8,ppi,ppi
8165,Got1,Rae1,ppi,ppi
8166,Mpcp2,Acsl,ppi,ppi
8167,REG,Prosalpha6,ppi,ppi
8168,Rpn6,Rpn2,ppi,ppi
8169,Syx8,Vti1a,ppi,ppi
8170,Kap-alpha3,UQCR-C2,ppi,ppi
8171,14-3-3epsilon,CG10638,ppi,ppi
8172,polo,N,ppi,ppi
8173,CG16826,apolpp,ppi,ppi
8174,Pp1-13C,CG7049,ppi,ppi
8175,Actn,CG5177,ppi,ppi
8176,Fkbp14,CG2852,ppi,ppi
8177,CG11777,CG7049,ppi,ppi
8178,Sc2,Scamp,ppi,ppi
8179,CG31729,PMCA,ppi,ppi
8180,Ns1,Srp72,ppi,ppi
8181,Mcm2,Mcm6,ppi,ppi
8182,Mcm2,Mcm6,ppi,ppi
8183,Mcm2,Mcm6,ppi,ppi
8184,r,betaCOP,ppi,ppi
8185,Acon,ATPsynO,ppi,ppi
8186,Non1,Srp72,ppi,ppi
8187,mor,MED14,ppi,ppi
8188,az2,GAPcenA,ppi,ppi
8189,MED23,CG34159,ppi,ppi
8190,dsh,MED10,ppi,ppi
8191,Act88F,Mlc1,ppi,ppi
8192,Arf79F,CG2064,ppi,ppi
8193,CG2862,capt,ppi,ppi
8194,Dhx15,larp,ppi,ppi
8195,Cnx99A,Droj2,ppi,ppi
8196,Ask1,cert,ppi,ppi
8197,CG2064,Gp93,ppi,ppi
8198,CG5973,MrgBP,ppi,ppi
8199,cib,capt,ppi,ppi
8200,Chc,Rpn1,ppi,ppi
8201,Rpt4,Rpn3,ppi,ppi
8202,Rpn8,Prosbeta1,ppi,ppi
8203,Prosbeta2,CG11885,ppi,ppi
8204,Hrb27C,CG33056,ppi,ppi
8205,Yp2,CG34205,ppi,ppi
8206,Eb1,CG2852,ppi,ppi
8207,PCB,Cyp12d1-p,ppi,ppi
8208,pr,Bacc,ppi,ppi
8209,CG7071,VhaAC45,ppi,ppi
8210,Inos,TER94,ppi,ppi
8211,Ald,Pgk,ppi,ppi
8212,Argk,CG7920,ppi,ppi
8213,Snr1,MED18,ppi,ppi
8214,Hsp27,Phb2,ppi,ppi
8215,CG5174,GstE6,ppi,ppi
8216,scu,CG6084,ppi,ppi
8217,Pa1,CG17002,ppi,ppi
8218,Ald,CG31343,ppi,ppi
8219,Parp,Irbp,ppi,ppi
8220,Wdr82,Rbbp5,ppi,ppi
8221,MED31,MED7,ppi,ppi
8222,CG16826,CG34205,ppi,ppi
8223,porin,Rab6,ppi,ppi
8224,Hsp83,ATPsynbeta,ppi,ppi
8225,CG7185,osa,ppi,ppi
8226,r,CG3008,ppi,ppi
8227,Klc,Prosalpha6,ppi,ppi
8228,CG2862,CG8036,ppi,ppi
8229,Calr,CG8993,ppi,ppi
8230,EndoGI,CG14715,ppi,ppi
8231,Rab2,Rab11,ppi,ppi
8232,MED18,CG2017,ppi,ppi
8233,GCS2beta,CG12262,ppi,ppi
8234,Arc1,Rae1,ppi,ppi
8235,Pih1D1,TER94,ppi,ppi
8236,Ldh,Droj2,ppi,ppi
8237,CG31343,CG32473,ppi,ppi
8238,mtSSB,CG42557,ppi,ppi
8239,Fkbp14,Bacc,ppi,ppi
8240,Rab4,Sc2,ppi,ppi
8241,CG9253,CG3995,ppi,ppi
8242,CG2023,Ykt6,ppi,ppi
8243,Df31,cib,ppi,ppi
8244,Prosbeta3,Prosalpha1,ppi,ppi
8245,eIF3k,eIF3a,ppi,ppi
8246,cib,Bacc,ppi,ppi
8247,Cds,Ost48,ppi,ppi
8248,boca,MED7,ppi,ppi
8249,l(1)G0020,Srp72,ppi,ppi
8250,CG11777,CG10265,ppi,ppi
8251,mt:CoII,Mec2,ppi,ppi
8252,Nlp,Eb1,ppi,ppi
8253,Hsp60A,Rim2,ppi,ppi
8254,CG4325,Atg16,ppi,ppi
8255,Chc,Rop,ppi,ppi
8256,Cnx99A,CG10425,ppi,ppi
8257,Lsp2,CG16885,ppi,ppi
8258,Treh,RpS21,ppi,ppi
8259,Cnx99A,ScsbetaA,ppi,ppi
8260,CG10265,Sh3beta,ppi,ppi
8261,Calr,CG14715,ppi,ppi
8262,Nlp,dUTPase,ppi,ppi
8263,Rab4,Scamp,ppi,ppi
8264,Swip-1,cpa,ppi,ppi
8265,Surf4,CG12262,ppi,ppi
8266,Gnf1,bocks,ppi,ppi
8267,MRP,Spt-I,ppi,ppi
8268,gammaTub37C,mRpL1,ppi,ppi
8269,CG6701,larp,ppi,ppi
8270,Cp1,CG33303,ppi,ppi
8271,CG31198,CG31343,ppi,ppi
8272,Adh,Gdh,ppi,ppi
8273,HIP-R,CG1635,ppi,ppi
8274,wal,l(1)G0156,ppi,ppi
8275,Hsp26,CG1561,ppi,ppi
8276,Pglym78,Scp1,ppi,ppi
8277,CG11596,Pcyt1,ppi,ppi
8278,CCT3,Kap-alpha3,ppi,ppi
8279,CG17002,Usp10,ppi,ppi
8280,Hel25E,Mec2,ppi,ppi
8281,Rab7,CG12262,ppi,ppi
8282,CG9662,CG13220,ppi,ppi
8283,blw,Gp93,ppi,ppi
8284,wal,CCT3,ppi,ppi
8285,Ost48,ScsbetaA,ppi,ppi
8286,eEF2,Mdh2,ppi,ppi
8287,HmgD,Mdh2,ppi,ppi
8288,Hsp60A,CG5902,ppi,ppi
8289,Hsp23,Hsp70Aa,ppi,ppi
8290,Calr,dod,ppi,ppi
8291,Dgp-1,Srp72,ppi,ppi
8292,Pdi,Hsp60A,ppi,ppi
8293,CG7277,CG10949,ppi,ppi
8294,porin,SsRbeta,ppi,ppi
8295,Gnf1,RPA2,ppi,ppi
8296,Prp38,CkIIalpha,ppi,ppi
8297,CG3164,Sc2,ppi,ppi
8298,Lsp2,GlyP,ppi,ppi
8299,Trxr-1,Df31,ppi,ppi
8300,boca,MED10,ppi,ppi
8301,cert,GAPcenA,ppi,ppi
8302,AnxB10,dod,ppi,ppi
8303,MED23,MED4,ppi,ppi
8304,Atpalpha,Scamp,ppi,ppi
8305,rdgB,Nup358,ppi,ppi
8306,scf,Akap200,ppi,ppi
8307,GluProRS,Sec61alpha,ppi,ppi
8308,p38b,CG14207,ppi,ppi
8309,Nlp,regucalcin,ppi,ppi
8310,CG7430,Pgk,ppi,ppi
8311,Rpt4,UQCR-C2,ppi,ppi
8312,Non1,CG6712,ppi,ppi
8313,scu,Prx2540-2,ppi,ppi
8314,MED8,Sec23,ppi,ppi
8315,GluProRS,Nfs1,ppi,ppi
8316,Mlc2,Obp56d,ppi,ppi
8317,CG8306,CG31460,ppi,ppi
8318,Tapdelta,SERCA,ppi,ppi
8319,Gnf1,Parp,ppi,ppi
8320,Pglym78,CG31343,ppi,ppi
8321,Prosbeta3,Rpn7,ppi,ppi
8322,cert,Sk2,ppi,ppi
8323,Df31,CG6084,ppi,ppi
8324,chico,Flo1,ppi,ppi
8325,Gem3,Gem2,ppi,ppi
8326,Acon,CG34172,ppi,ppi
8327,Uch,Pgk,ppi,ppi
8328,dod,Nlp,ppi,ppi
8329,Bx42,CG1965,ppi,ppi
8330,Prosbeta5,Prosalpha1,ppi,ppi
8331,Prosbeta5,Prosalpha1,ppi,ppi
8332,Prosbeta5,Prosalpha1,ppi,ppi
8333,ix,mor,ppi,ppi
8334,Eno,CG4598,ppi,ppi
8335,RpLP0,TER94,ppi,ppi
8336,chic,Chd64,ppi,ppi
8337,CG14036,SdhA,ppi,ppi
8338,Rab5,CG4729,ppi,ppi
8339,Rpt1,Sc2,ppi,ppi
8340,l(1)G0020,CG8611,ppi,ppi
8341,Mpcp2,CG12262,ppi,ppi
8342,Hsp26,SPE,ppi,ppi
8343,snRNP-U1-70K,CG31712,ppi,ppi
8344,l(1)G0156,Pp2A-29B,ppi,ppi
8345,Cnx99A,CCT4,ppi,ppi
8346,Hsp26,Cyp4e2,ppi,ppi
8347,AnxB10,CG4598,ppi,ppi
8348,Fkbp12,CG6084,ppi,ppi
8349,Prm,Fer2LCH,ppi,ppi
8350,eEF2,fabp,ppi,ppi
8351,wal,spidey,ppi,ppi
8352,Hsc70-2,clu,ppi,ppi
8353,Gnf1,CG8142,ppi,ppi
8354,Rpn6,Rpn5,ppi,ppi
8355,Prosalpha4,Rpn9,ppi,ppi
8356,Moe,CG14715,ppi,ppi
8357,chic,Nlp,ppi,ppi
8358,Ost48,Spt-I,ppi,ppi
8359,Rpn7,Rpn3,ppi,ppi
8360,MED20,MED6,ppi,ppi
8361,Eno,GstS1,ppi,ppi
8362,Ald,Yp2,ppi,ppi
8363,baf,CG42557,ppi,ppi
8364,CG5174,Nacalpha,ppi,ppi
8365,tyf,Atx2,ppi,ppi
8366,tyf,Atx2,ppi,ppi
8367,tyf,Atx2,ppi,ppi
8368,tyf,Atx2,ppi,ppi
8369,tyf,Atx2,ppi,ppi
8370,Scp1,Mhc,ppi,ppi
8371,CG9951,CG7168,ppi,ppi
8372,Sod2,CG6084,ppi,ppi
8373,Calr,GstE6,ppi,ppi
8374,Chd64,capt,ppi,ppi
8375,AttD,Sec22,ppi,ppi
8376,BthD,CG5746,ppi,ppi
8377,Actn,l(1)G0156,ppi,ppi
8378,Pi3K68D,Nfs1,ppi,ppi
8379,Gdh,ATPsynD,ppi,ppi
8380,fabp,CG14715,ppi,ppi
8381,boca,RpS19a,ppi,ppi
8382,ox,GCS2beta,ppi,ppi
8383,Rpt2,Prosalpha6,ppi,ppi
8384,Irbp,Ku80,ppi,ppi
8385,Adh,Pglym78,ppi,ppi
8386,sun,ATPsyngamma,ppi,ppi
8387,CG3709,CG7407,ppi,ppi
8388,Swip-1,Arpc3A,ppi,ppi
8389,Mlc1,Cyt-c1,ppi,ppi
8390,Rae1,CG14543,ppi,ppi
8391,Rpt1,Rpn2,ppi,ppi
8392,MED20,MED30,ppi,ppi
8393,Sec61alpha,UQCR-C2,ppi,ppi
8394,CG13220,Sc2,ppi,ppi
8395,Nup214,Nup62,ppi,ppi
8396,CG1416,Sc2,ppi,ppi
8397,betaCOP,ScsbetaG,ppi,ppi
8398,Gpdh1,Cyt-c1,ppi,ppi
8399,ATPsynB,Mf,ppi,ppi
8400,Rpn8,Rpt5,ppi,ppi
8401,az2,CG1513,ppi,ppi
8402,Arf102F,mge,ppi,ppi
8403,RpL7-like,RpL24-like,ppi,ppi
8404,Ldh,CG15098,ppi,ppi
8405,Sh3beta,RhoGDI,ppi,ppi
8406,Rad9,Hus1-like,ppi,ppi
8407,Rad9,Hus1-like,ppi,ppi
8408,PCB,Gfat2,ppi,ppi
8409,Larp4B,MED17,ppi,ppi
8410,inc,Cul3,ppi,ppi
8411,inc,Cul3,ppi,ppi
8412,inc,Cul3,ppi,ppi
8413,SerRS,CG12262,ppi,ppi
8414,Hmgs,Lst8,ppi,ppi
8415,Mlc2,ATPsynCF6,ppi,ppi
8416,dsh,MED4,ppi,ppi
8417,MED8,ebi,ppi,ppi
8418,Fer2LCH,Obp44a,ppi,ppi
8419,Rpt2,CG2046,ppi,ppi
8420,ash2,trr,ppi,ppi
8421,Yp2,Fer2LCH,ppi,ppi
8422,Ptip,Usp10,ppi,ppi
8423,CG2862,Trx-2,ppi,ppi
8424,Ptip,ebi,ppi,ppi
8425,MED15,MED23,ppi,ppi
8426,wal,mt:CoII,ppi,ppi
8427,spidey,Nfs1,ppi,ppi
