,from,to,pathway,database
29213,RpS14b,RpL30,ppi,ppi
29214,RpS5a,RpL17,ppi,ppi
29215,RpS3,RpS27,ppi,ppi
29216,RpL23,RpL8,ppi,ppi
29217,RpS19a,RpL6,ppi,ppi
29218,RpL28,RpL10Ab,ppi,ppi
29219,RpS18,RpL39,ppi,ppi
29220,sta,RpL21,ppi,ppi
29221,RpL23A,RpL17,ppi,ppi
29222,RpL23,RpS23,ppi,ppi
29223,bam,Ubi-p5E,ppi,ppi
29224,bam,Ubi-p5E,ppi,ppi
29225,RpLP2,RpL26,ppi,ppi
29226,RpS17,RpL15,ppi,ppi
29227,eEF2,RpS13,ppi,ppi
29228,RpS27A,RpS27,ppi,ppi
29229,sta,RpL11,ppi,ppi
29230,RpS3,RpL21,ppi,ppi
29231,eEF2,RpS18,ppi,ppi
29232,Rack1,RpS27,ppi,ppi
29233,vig2,RpL27A,ppi,ppi
29234,eEF2,RpL4,ppi,ppi
29235,RpL10,RpL10Ab,ppi,ppi
29236,RpS21,RpS23,ppi,ppi
29237,His3,Dek,ppi,ppi
29238,His3,Dek,ppi,ppi
29239,His3,Dek,ppi,ppi
29240,RpLP1,sta,ppi,ppi
29241,RpS9,RpS3A,ppi,ppi
29242,RpL34a,RpS25,ppi,ppi
29243,sta,RpL23A,ppi,ppi
29244,RpLP1,RpL7,ppi,ppi
29245,RpL22,RpL27,ppi,ppi
29246,RpS5a,RpS18,ppi,ppi
29247,RpL36A,RpL5,ppi,ppi
29248,RpS17,RpS24,ppi,ppi
29249,RpS2,RpS16,ppi,ppi
29250,RpS23,vig2,ppi,ppi
29251,RpL22,RpL18,ppi,ppi
29252,RpL40,RpS30,ppi,ppi
29253,RpS3,RpS20,ppi,ppi
29254,RpS10a,RpL6,ppi,ppi
29255,RpL21,RpL34a,ppi,ppi
29256,RpS27A,RpL11,ppi,ppi
29257,RpLP2,RpL35A,ppi,ppi
29258,RpL29,RpS6,ppi,ppi
29259,RpS14b,RpL17,ppi,ppi
29260,RpLP0,RpL27,ppi,ppi
29261,bam,pum,ppi,ppi
29262,bam,pum,ppi,ppi
29263,bam,pum,ppi,ppi
29264,RpS9,RpL19,ppi,ppi
29265,RpL23,RpL19,ppi,ppi
29266,RpL3,RpL10,ppi,ppi
29267,RpS15,RpL10Ab,ppi,ppi
29268,RpL12,RpL28,ppi,ppi
29269,aop,rl,ppi,ppi
29270,aop,rl,ppi,ppi
29271,RpS3,RpL38,ppi,ppi
29272,RpL23A,RpL35,ppi,ppi
29273,RpS4,RpL18,ppi,ppi
29274,RpL40,RpS18,ppi,ppi
29275,RpL29,RpL24,ppi,ppi
29276,RpS21,RpL30,ppi,ppi
29277,RpL36,RpS29,ppi,ppi
29278,RpL11,RpL19,ppi,ppi
29279,RpS2,RpS7,ppi,ppi
29280,RpL35A,RpL6,ppi,ppi
29281,sqh,p53,ppi,ppi
29282,RpL7,RpS11,ppi,ppi
29283,RpL35A,RpS6,ppi,ppi
29284,RpS14a,RpL13A,ppi,ppi
29285,RpL23A,RpS30,ppi,ppi
29286,RpS3,RpS30,ppi,ppi
29287,RpLP0,RpS19a,ppi,ppi
29288,RpS20,RpL31,ppi,ppi
29289,RpL37a,RpL21,ppi,ppi
29290,RpL7,RpL23A,ppi,ppi
29291,RpL4,RpL7A,ppi,ppi
29292,Nprl3,p53,ppi,ppi
29293,RpL39,RpL41,ppi,ppi
29294,RpS15,RpL6,ppi,ppi
29295,RpL27,RpL38,ppi,ppi
29296,Akh,CCAP-R,ppi,ppi
29297,RpL22,RpL31,ppi,ppi
29298,RpL23,RpL7A,ppi,ppi
29299,RpS18,RpS8,ppi,ppi
29300,RpLP0,RpS3,ppi,ppi
29301,RpLP0,RpL39,ppi,ppi
29302,RpL18,RpS8,ppi,ppi
29303,RpS5a,RpS20,ppi,ppi
29304,RpL14,RpS25,ppi,ppi
29305,RpS23,RpL35A,ppi,ppi
29306,RpL5,RpL41,ppi,ppi
29307,RpS14a,RpL28,ppi,ppi
29308,RpS15,RpL18,ppi,ppi
29309,RpLP0,RpL36,ppi,ppi
29310,RpL36,RpL35A,ppi,ppi
29311,RpL21,RpL19,ppi,ppi
29312,RpS5a,RpL26,ppi,ppi
29313,RpL18,RpS30,ppi,ppi
29314,RpL23,RpL37a,ppi,ppi
29315,RpS3,RpL13,ppi,ppi
29316,RpL18A,RpL3,ppi,ppi
29317,RpS10a,RpL12,ppi,ppi
29318,RpL35A,RpL41,ppi,ppi
29319,RpL32,RpS27,ppi,ppi
29320,RpS20,RpL30,ppi,ppi
29321,RpS15Aa,RpS10a,ppi,ppi
29322,RpL15,RpL5,ppi,ppi
29323,RpS2,RpS27,ppi,ppi
29324,RpS9,RpS16,ppi,ppi
29325,RpLP2,RpS21,ppi,ppi
29326,eIF3h,Trc8,ppi,ppi
29327,Crz,CrzR,ppi,ppi
29328,RpL10,RpL31,ppi,ppi
29329,RpL35,RpS25,ppi,ppi
29330,RpLP2,RpS25,ppi,ppi
29331,RpL13A,RpL34a,ppi,ppi
29332,RpL36,RpL21,ppi,ppi
29333,RpLP1,RpS10a,ppi,ppi
29334,RpS19a,RpL39,ppi,ppi
29335,Cnot4,Patr-1,ppi,ppi
29336,RpS15Aa,RpL15,ppi,ppi
29337,RpS4,RpL5,ppi,ppi
29338,RpS19a,RpL19,ppi,ppi
29339,RpS14b,RpL7A,ppi,ppi
29340,ninaE,Rac2,ppi,ppi
29341,RpL35,RpL8,ppi,ppi
29342,RpS27A,Rack1,ppi,ppi
29343,RpS10a,RpL27A,ppi,ppi
29344,RpL24,RpS11,ppi,ppi
29345,RpL6,RpL38,ppi,ppi
29346,RpS14b,RpS30,ppi,ppi
29347,eEF2,RpS6,ppi,ppi
29348,RpL18A,RpL30,ppi,ppi
29349,RpLP2,RpS8,ppi,ppi
29350,RpLP1,RpS26,ppi,ppi
29351,RpL22,RpL5,ppi,ppi
29352,RpS16,RpL38,ppi,ppi
29353,RpS18,RpL37a,ppi,ppi
29354,RpLP1,RpS20,ppi,ppi
29355,RpL7A,RpL9,ppi,ppi
29356,RpS16,RpL5,ppi,ppi
29357,RpS3,RpS13,ppi,ppi
29358,RpLP0,RpL18,ppi,ppi
29359,RpS24,RpS26,ppi,ppi
29360,RpL35,RpL17,ppi,ppi
29361,l(3)mbt,CoRest,ppi,ppi
29362,RpL41,RpL19,ppi,ppi
29363,RpS20,RpL37A,ppi,ppi
29364,RpS18,RpS21,ppi,ppi
29365,RpS7,RpL31,ppi,ppi
29366,RpL37a,RpS29,ppi,ppi
29367,RpL7,Rack1,ppi,ppi
29368,RpL41,RpS6,ppi,ppi
29369,RpS13,RpL21,ppi,ppi
29370,RpL17,RpS29,ppi,ppi
29371,RpS2,RpL8,ppi,ppi
29372,RpS4,RpL19,ppi,ppi
29373,RpLP1,RpL36A,ppi,ppi
29374,egl,Cdlc2,ppi,ppi
29375,RpS17,RpL11,ppi,ppi
29376,AMPKalpha,Lkb1,ppi,ppi
29377,RpL23,RpL27A,ppi,ppi
29378,RpL36A,RpS23,ppi,ppi
29379,Jra,ebi,ppi,ppi
29380,RpS5a,RpS27A,ppi,ppi
29381,RpL6,RpL8,ppi,ppi
29382,RpS14a,RpS3A,ppi,ppi
29383,RpS18,RpL31,ppi,ppi
29384,RpL32,RpS4,ppi,ppi
29385,Tm1,p53,ppi,ppi
29386,RpS27A,RpS14a,ppi,ppi
29387,RpL23,vig2,ppi,ppi
29388,RpLP0,RpL19,ppi,ppi
29389,Mcm7,Psf1,ppi,ppi
29390,RpL23,RpL23A,ppi,ppi
29391,RpL12,RpL6,ppi,ppi
29392,RpL35A,RpL13A,ppi,ppi
29393,sta,RpS27,ppi,ppi
29394,RpS30,RpS26,ppi,ppi
29395,RpL17,RpL35A,ppi,ppi
29396,RpS17,RpL34a,ppi,ppi
29397,RpL23A,RpS15,ppi,ppi
29398,RpL3,RpL6,ppi,ppi
29399,RpL32,RpS23,ppi,ppi
29400,RpS17,RpL27,ppi,ppi
29401,RpS9,RpS15,ppi,ppi
29402,Ice2,p53,ppi,ppi
29403,RpS5a,RpL23,ppi,ppi
29404,RpS2,RpS19a,ppi,ppi
29405,RpS19a,RpS16,ppi,ppi
29406,RpL36,RpL36A,ppi,ppi
29407,CG6333,p53,ppi,ppi
29408,Su(var)205,DNApol-epsilon255,ppi,ppi
29409,RpL23A,RpL30,ppi,ppi
29410,Rga,cu,ppi,ppi
29411,RpS15Aa,RpL30,ppi,ppi
29412,RpS9,RpL11,ppi,ppi
29413,RpS3,sta,ppi,ppi
29414,RpL7A,RpL34a,ppi,ppi
29415,RpLP2,RpL23A,ppi,ppi
29416,t,t,ppi,ppi
29417,RpS2,RpL18A,ppi,ppi
29418,nito,Mettl3,ppi,ppi
29419,nito,Mettl3,ppi,ppi
29420,RpS3A,vig2,ppi,ppi
29421,RpL26,RpS27,ppi,ppi
29422,RpS15Aa,RpL39,ppi,ppi
29423,RpL40,RpL8,ppi,ppi
29424,RpS2,RpS10a,ppi,ppi
29425,RpL7,RpL9,ppi,ppi
29426,RpS3,RpL22,ppi,ppi
29427,RpL4,RpL26,ppi,ppi
29428,RpLP2,RpS15,ppi,ppi
29429,RpL32,RpL27A,ppi,ppi
29430,RpL7A,RpL19,ppi,ppi
29431,RpS17,RpL13,ppi,ppi
29432,p53,CG32985,ppi,ppi
29433,RpL32,RpL39,ppi,ppi
29434,RpL4,RpL24,ppi,ppi
29435,RpL18A,RpS19a,ppi,ppi
29436,RpL4,RpS2,ppi,ppi
29437,RpS10a,RpL28,ppi,ppi
29438,RpL10Ab,RpS26,ppi,ppi
29439,RpS17,RpL19,ppi,ppi
29440,RpL14,RpL31,ppi,ppi
29441,RpS20,RpL28,ppi,ppi
29442,RpL23A,RpL6,ppi,ppi
29443,RpL18A,RpL31,ppi,ppi
29444,twin,Patr-1,ppi,ppi
29445,RpS21,RpS30,ppi,ppi
29446,RpL18A,RpL23A,ppi,ppi
29447,RpL29,RpL27A,ppi,ppi
29448,RpS18,RpS6,ppi,ppi
29449,RpL4,RpL27,ppi,ppi
29450,RpL35,RpL12,ppi,ppi
29451,RpS27,RpL38,ppi,ppi
29452,RpL35,RpL37A,ppi,ppi
29453,RpL4,RpL34a,ppi,ppi
29454,RpL10Ab,RpL6,ppi,ppi
29455,RpL40,RpL23A,ppi,ppi
29456,Rack1,RpL39,ppi,ppi
29457,RpS13,RpS9,ppi,ppi
29458,RpS7,RpL30,ppi,ppi
29459,RpS5a,RpL6,ppi,ppi
29460,eEF2,vig2,ppi,ppi
29461,RpLP2,RpL8,ppi,ppi
29462,RpL3,RpL34a,ppi,ppi
29463,RpS2,RpL28,ppi,ppi
29464,Ahcy,p53,ppi,ppi
29465,RpLP1,RpL10Ab,ppi,ppi
29466,RpLP0,RpL29,ppi,ppi
29467,RpLP1,RpL18A,ppi,ppi
29468,RpS16,RpL35A,ppi,ppi
29469,RpL13,RpS23,ppi,ppi
29470,RpL32,Rack1,ppi,ppi
29471,RpLP0,RpL37A,ppi,ppi
29472,eEF2,RpL27,ppi,ppi
29473,RpL36A,RpL31,ppi,ppi
29474,pav,pav,ppi,ppi
29475,RpL13A,RpL8,ppi,ppi
29476,RpLP2,RpL38,ppi,ppi
29477,RpS14b,RpS16,ppi,ppi
29478,RpL17,RpS8,ppi,ppi
29479,RpL10,RpL30,ppi,ppi
29480,RpL23,RpL27,ppi,ppi
29481,RpS2,RpL7A,ppi,ppi
29482,DCP2,Patr-1,ppi,ppi
29483,RpLP2,RpS20,ppi,ppi
29484,RpS4,RpL37a,ppi,ppi
29485,RpLP1,RpL35A,ppi,ppi
29486,RpL18,RpL27A,ppi,ppi
29487,sta,RpL9,ppi,ppi
29488,sta,RpL6,ppi,ppi
29489,RpL32,RpL23A,ppi,ppi
29490,RpL18,RpL27,ppi,ppi
29491,eEF2,RpL13A,ppi,ppi
29492,RpL36,RpS2,ppi,ppi
29493,RpS18,vig2,ppi,ppi
29494,RpS27A,RpS13,ppi,ppi
29495,RpL36,RpL32,ppi,ppi
29496,RpL23A,RpL10Ab,ppi,ppi
29497,RpS5a,RpS21,ppi,ppi
29498,RpS19a,RpS21,ppi,ppi
29499,RpL7,RpL26,ppi,ppi
29500,RpS19a,RpS27,ppi,ppi
29501,RpL36,RpL37a,ppi,ppi
29502,ND-51L2,p53,ppi,ppi
29503,RpS3,RpL27A,ppi,ppi
29504,RpL12,RpL5,ppi,ppi
29505,Vha36-2,p53,ppi,ppi
29506,RpL23A,RpS26,ppi,ppi
29507,eEF2,RpL10Ab,ppi,ppi
29508,RpL28,vig2,ppi,ppi
29509,RpL7,RpS15,ppi,ppi
29510,RpL3,RpL17,ppi,ppi
29511,RpS6,RpL8,ppi,ppi
29512,E(z),Rbf,ppi,ppi
29513,RpL39,RpL36A,ppi,ppi
29514,RpS4,RpL31,ppi,ppi
29515,RpS2,RpS29,ppi,ppi
29516,RpS21,RpL9,ppi,ppi
29517,RpL23A,RpL8,ppi,ppi
29518,RpL17,RpS11,ppi,ppi
29519,piwi,CG14215,ppi,ppi
29520,RpL23,RpL24,ppi,ppi
29521,RpLP1,RpL19,ppi,ppi
29522,RpL18A,RpL28,ppi,ppi
29523,RpL18A,RpL11,ppi,ppi
29524,fz,meru,ppi,ppi
29525,sens,smt3,ppi,ppi
29526,RpL23A,RpS28b,ppi,ppi
29527,sta,RpL37a,ppi,ppi
29528,RpL36,RpS11,ppi,ppi
29529,RpS13,RpS7,ppi,ppi
29530,RpL24,RpL41,ppi,ppi
29531,RpL11,RpS26,ppi,ppi
29532,RpS14b,RpL23,ppi,ppi
29533,RpL18A,RpS20,ppi,ppi
29534,RpS30,vig2,ppi,ppi
29535,RpL7,RpS30,ppi,ppi
29536,RpS17,RpS30,ppi,ppi
29537,RpLP0,RpL7A,ppi,ppi
29538,RpL36A,RpS24,ppi,ppi
29539,RpL35,RpS27,ppi,ppi
29540,RpS8,RpS26,ppi,ppi
29541,RpL13,RpL12,ppi,ppi
29542,RpS10a,RpL24,ppi,ppi
29543,RpL3,RpS16,ppi,ppi
29544,RpL37a,RpL26,ppi,ppi
29545,RpL4,RpS28b,ppi,ppi
29546,RpL14,RpL39,ppi,ppi
29547,RpL11,RpL27A,ppi,ppi
29548,RpS14b,RpS11,ppi,ppi
29549,RpL9,RpS23,ppi,ppi
29550,RpL3,RpS27,ppi,ppi
29551,RpL29,RpL31,ppi,ppi
29552,RpL23A,RpL41,ppi,ppi
29553,RpL37a,RpL31,ppi,ppi
29554,RpS15,RpL31,ppi,ppi
29555,RpS15Aa,RpL14,ppi,ppi
29556,RpS7,RpL19,ppi,ppi
29557,RpLP0,RpS7,ppi,ppi
29558,RpL23A,RpL27A,ppi,ppi
29559,RpS15Aa,RpS3A,ppi,ppi
29560,RpL7A,RpS3A,ppi,ppi
29561,RpL15,RpL30,ppi,ppi
29562,CycB,lmgA,ppi,ppi
29563,CycB,lmgA,ppi,ppi
29564,aop,edl,ppi,ppi
29565,aop,edl,ppi,ppi
29566,aop,edl,ppi,ppi
29567,Mcm6,Psf3,ppi,ppi
29568,RpS14a,RpL3,ppi,ppi
29569,RpS27,RpS24,ppi,ppi
29570,RpS9,RpL21,ppi,ppi
29571,RpL3,RpL12,ppi,ppi
29572,RpS19a,RpL21,ppi,ppi
29573,Smox,vis,ppi,ppi
29574,RpL7A,RpL26,ppi,ppi
29575,RpL32,RpL38,ppi,ppi
29576,RpL22,RpS21,ppi,ppi
29577,RpL7A,RpS29,ppi,ppi
29578,RpL32,RpL10,ppi,ppi
29579,RpL40,RpS6,ppi,ppi
29580,Rack1,RpS24,ppi,ppi
29581,RpS28b,RpS30,ppi,ppi
29582,RpLP1,RpS13,ppi,ppi
29583,His2B,Pc,ppi,ppi
29584,RpS13,RpL23A,ppi,ppi
29585,RpL23A,RpS11,ppi,ppi
29586,RpS15Aa,RpS8,ppi,ppi
29587,RpL17,RpS23,ppi,ppi
29588,RpL32,RpL24,ppi,ppi
29589,RpLP0,RpS26,ppi,ppi
29590,RpLP1,RpL10,ppi,ppi
29591,dpp,cv-d,ppi,ppi
29592,eEF2,RpL37A,ppi,ppi
29593,RpL23A,RpS10a,ppi,ppi
29594,RpS21,RpS24,ppi,ppi
29595,RpL22,RpL37A,ppi,ppi
29596,RpS2,RpL34a,ppi,ppi
29597,RpL4,RpL9,ppi,ppi
29598,RpL7,RpS18,ppi,ppi
29599,RpS3,RpL18,ppi,ppi
29600,RpLP1,RpS16,ppi,ppi
29601,His3,egg,ppi,ppi
29602,RpL3,RpL30,ppi,ppi
29603,RpL12,RpL31,ppi,ppi
29604,RpS4,RpS16,ppi,ppi
29605,RpL7,RpL18A,ppi,ppi
29606,RpS25,RpS24,ppi,ppi
29607,rst,kst,ppi,ppi
29608,RpS11,RpS15,ppi,ppi
29609,RpL7,RpL34a,ppi,ppi
29610,RpS30,RpS7,ppi,ppi
29611,RpL10,RpS11,ppi,ppi
29612,RpS19a,Rack1,ppi,ppi
29613,RpLP1,RpL37A,ppi,ppi
29614,RpS4,Rack1,ppi,ppi
29615,RpS7,RpS6,ppi,ppi
29616,RpS14b,RpS25,ppi,ppi
29617,RpL18,RpL5,ppi,ppi
29618,RpL37a,RpS16,ppi,ppi
29619,RpS10a,RpS23,ppi,ppi
29620,RpS13,RpS4,ppi,ppi
29621,RpL36,RpL27,ppi,ppi
29622,RpS19a,RpL28,ppi,ppi
29623,RpL31,RpL19,ppi,ppi
29624,RpL13A,RpL19,ppi,ppi
29625,RpS13,RpL3,ppi,ppi
29626,RpL27,RpL31,ppi,ppi
29627,RpS14b,RpL22,ppi,ppi
29628,RpS27A,RpL17,ppi,ppi
29629,RpL37a,RpL6,ppi,ppi
29630,RpL10,RpL18,ppi,ppi
29631,RpLP0,RpL23A,ppi,ppi
29632,RpS2,RpS17,ppi,ppi
29633,RpS25,RpS29,ppi,ppi
29634,RpS10a,RpL38,ppi,ppi
29635,RpL40,RpS13,ppi,ppi
29636,RpLP0,Rack1,ppi,ppi
29637,RpLP0,RpL17,ppi,ppi
29638,RpS5a,RpS15Aa,ppi,ppi
29639,RpS15Aa,RpL18,ppi,ppi
29640,RpL7A,RpL12,ppi,ppi
29641,RpL8,RpL27A,ppi,ppi
29642,RpL9,RpL19,ppi,ppi
29643,RpLP1,RpS27A,ppi,ppi
29644,RpL5,RpS24,ppi,ppi
29645,Rack1,RpS8,ppi,ppi
29646,Daxx,p53,ppi,ppi
29647,RpL4,RpL28,ppi,ppi
29648,RpS11,RpS24,ppi,ppi
29649,Ubc6,p53,ppi,ppi
29650,Ubc6,p53,ppi,ppi
29651,Ubc6,p53,ppi,ppi
29652,RpL10Ab,RpL27A,ppi,ppi
29653,RpL27,RpL5,ppi,ppi
29654,RpS27A,RpL13A,ppi,ppi
29655,RpS14b,RpS3A,ppi,ppi
29656,RpS11,RpL31,ppi,ppi
29657,RpL36A,RpS15,ppi,ppi
29658,RpL24,RpL18,ppi,ppi
29659,RpL35,RpS26,ppi,ppi
29660,RpS30,RpL34a,ppi,ppi
29661,RpL24,RpL31,ppi,ppi
29662,RpL9,RpL12,ppi,ppi
29663,RpS25,RpS6,ppi,ppi
29664,RpS4,RpS7,ppi,ppi
29665,RpS2,RpL19,ppi,ppi
29666,RpS14a,RpS28b,ppi,ppi
29667,RpL14,RpL3,ppi,ppi
29668,RpS3A,RpS11,ppi,ppi
29669,RpL36A,RpL6,ppi,ppi
29670,RpL13,RpS16,ppi,ppi
29671,RpL13,RpL37a,ppi,ppi
29672,RpL40,RpS19a,ppi,ppi
29673,RpS18,RpS23,ppi,ppi
29674,RpS27A,RpL15,ppi,ppi
29675,RpL22,RpS25,ppi,ppi
29676,eEF2,RpL15,ppi,ppi
29677,CG4538,bsf,ppi,ppi
29678,RpL36,RpS7,ppi,ppi
29679,RpL13,RpS21,ppi,ppi
29680,Hsp27,p53,ppi,ppi
29681,RpS8,RpL37A,ppi,ppi
29682,RpS28b,RpS23,ppi,ppi
29683,RpL29,RpL35A,ppi,ppi
29684,RpLP0,RpS24,ppi,ppi
29685,RpS2,RpS18,ppi,ppi
29686,RpL29,RpS11,ppi,ppi
29687,RpL32,RpS14a,ppi,ppi
29688,RpL7,RpS25,ppi,ppi
29689,RpL11,RpS3A,ppi,ppi
29690,RpS4,RpS8,ppi,ppi
29691,gro,His4,ppi,ppi
29692,RpL9,RpL41,ppi,ppi
29693,RpS18,RpL9,ppi,ppi
29694,p53,bsf,ppi,ppi
29695,RpL32,RpS24,ppi,ppi
29696,RpL36A,vig2,ppi,ppi
29697,RpLP1,RpL38,ppi,ppi
29698,RpL36A,RpL30,ppi,ppi
29699,RpS14a,RpS8,ppi,ppi
29700,eEF2,RpL26,ppi,ppi
29701,kn,cnc,ppi,ppi
29702,kn,cnc,ppi,ppi
29703,RpS15,RpL12,ppi,ppi
29704,sta,RpS17,ppi,ppi
29705,RpL40,RpL27,ppi,ppi
29706,RpS2,RpL37A,ppi,ppi
29707,LSm7,Patr-1,ppi,ppi
29708,RpL38,RpL8,ppi,ppi
29709,Clk,Usp8,ppi,ppi
29710,RpS19a,RpL14,ppi,ppi
29711,Exo84,Sec3,ppi,ppi
29712,RpS8,RpL5,ppi,ppi
29713,RpS17,RpS9,ppi,ppi
29714,RpL7A,RpL18,ppi,ppi
29715,RpL18,RpL26,ppi,ppi
29716,RpL21,RpS26,ppi,ppi
29717,Mad,msk,ppi,ppi
29718,RpL24,RpL6,ppi,ppi
29719,RpS10a,RpS28b,ppi,ppi
29720,RpS19a,RpS10a,ppi,ppi
29721,RpL24,vig2,ppi,ppi
29722,RpS14a,RpS27,ppi,ppi
29723,RpL32,RpL29,ppi,ppi
29724,RpLP1,RpL7A,ppi,ppi
29725,p53,CG42684,ppi,ppi
29726,RpL12,RpS24,ppi,ppi
29727,RpL4,RpL31,ppi,ppi
29728,RpL21,RpS27,ppi,ppi
29729,RpS15,vig2,ppi,ppi
29730,RpS27A,RpS29,ppi,ppi
29731,RpLP0,RpS11,ppi,ppi
29732,RpL40,RpS27A,ppi,ppi
29733,RpL12,RpL18,ppi,ppi
29734,RpL18,RpL19,ppi,ppi
29735,RpS23,RpL30,ppi,ppi
29736,RpL39,RpL24,ppi,ppi
29737,RpL13,RpL35A,ppi,ppi
29738,tkv,babo,ppi,ppi
29739,RpL22,RpS27,ppi,ppi
29740,RpL13A,RpS29,ppi,ppi
29741,RpS3A,RpL17,ppi,ppi
29742,RpS15Aa,RpL31,ppi,ppi
29743,RpS21,RpL28,ppi,ppi
29744,RhoGEF2,slam,ppi,ppi
29745,RpL36,RpS27,ppi,ppi
29746,RpS14b,RpL38,ppi,ppi
29747,RpL18A,RpL36A,ppi,ppi
29748,RpL17,RpL41,ppi,ppi
29749,RpS3A,RpL8,ppi,ppi
29750,RpL17,RpL24,ppi,ppi
29751,RpLP2,RpS18,ppi,ppi
29752,RpL7,RpS13,ppi,ppi
29753,RpS14a,RpS15,ppi,ppi
29754,RpS17,RpS13,ppi,ppi
29755,RpLP0,eEF2,ppi,ppi
29756,RpS6,RpL31,ppi,ppi
29757,RpL36,RpS19a,ppi,ppi
29758,RpS2,RpL35A,ppi,ppi
29759,Mad,msk,ppi,ppi
29760,RpL29,RpL21,ppi,ppi
29761,RpS2,RpL11,ppi,ppi
29762,RpS7,RpL6,ppi,ppi
29763,RpL10Ab,RpS24,ppi,ppi
29764,RpL23,RpS21,ppi,ppi
29765,RpL22,RpL24,ppi,ppi
29766,RpL26,RpS24,ppi,ppi
29767,RpL29,RpL10Ab,ppi,ppi
29768,RpS21,RpS28b,ppi,ppi
29769,RpLP0,RpL8,ppi,ppi
29770,RpL22,RpL39,ppi,ppi
29771,RpL21,RpS6,ppi,ppi
29772,sta,RpS28b,ppi,ppi
29773,vig2,RpL8,ppi,ppi
29774,RpS20,RpS29,ppi,ppi
29775,RpLP0,RpL11,ppi,ppi
29776,RpS27,vig2,ppi,ppi
29777,RpL14,RpL27A,ppi,ppi
29778,fru,bon,ppi,ppi
29779,fru,bon,ppi,ppi
29780,RpS14a,RpL36A,ppi,ppi
29781,RpS28b,RpS11,ppi,ppi
29782,RpLP1,RpS21,ppi,ppi
29783,RpS11,RpL19,ppi,ppi
29784,RpL23,RpS27,ppi,ppi
29785,RpL13,RpL7A,ppi,ppi
29786,RpS13,RpL9,ppi,ppi
29787,RpL40,RpL35A,ppi,ppi
29788,vig2,RpL41,ppi,ppi
29789,RpS20,RpL36A,ppi,ppi
29790,RpL6,RpS29,ppi,ppi
29791,RpL7A,RpL3,ppi,ppi
29792,RpL35,RpS15,ppi,ppi
29793,RpL40,RpS16,ppi,ppi
29794,RpL7A,RpS27,ppi,ppi
29795,RpLP0,RpL4,ppi,ppi
29796,eve,nmo,ppi,ppi
29797,eve,nmo,ppi,ppi
29798,eve,nmo,ppi,ppi
29799,RpS19a,RpL37A,ppi,ppi
29800,RpLP0,RpL7,ppi,ppi
29801,RpL27,RpL19,ppi,ppi
29802,RpL18A,RpS29,ppi,ppi
29803,RpL13,RpL17,ppi,ppi
29804,RpS18,RpL34a,ppi,ppi
29805,RpL34a,vig2,ppi,ppi
29806,RpL23A,RpL36A,ppi,ppi
29807,RpS14a,RpL39,ppi,ppi
29808,RpLP0,RpS8,ppi,ppi
29809,RpS11,RpL27,ppi,ppi
29810,RpS19a,RpS29,ppi,ppi
29811,RpS21,RpL17,ppi,ppi
29812,sta,RpL7,ppi,ppi
29813,Rack1,RpL34a,ppi,ppi
29814,RpL11,RpL39,ppi,ppi
29815,RpS15Aa,RpS29,ppi,ppi
29816,RpLP2,Rack1,ppi,ppi
29817,RpS3,RpL23,ppi,ppi
29818,RpS23,RpS8,ppi,ppi
29819,RpL14,RpL35A,ppi,ppi
29820,RpL14,RpL18,ppi,ppi
29821,RpL41,RpL37A,ppi,ppi
29822,dco,Clk,ppi,ppi
29823,dco,Clk,ppi,ppi
29824,RpL29,RpL41,ppi,ppi
29825,RpS14b,vig2,ppi,ppi
29826,RpS17,RpL37a,ppi,ppi
29827,RpL35,RpL37a,ppi,ppi
29828,RpL6,RpL41,ppi,ppi
29829,RpL39,RpS8,ppi,ppi
29830,RpLP2,RpS6,ppi,ppi
29831,RpS27A,RpL5,ppi,ppi
29832,eEF2,RpS20,ppi,ppi
29833,RpS18,RpL10,ppi,ppi
29834,RpL7A,RpL10,ppi,ppi
29835,CG11035,p53,ppi,ppi
29836,RpL23,RpS28b,ppi,ppi
29837,RpL39,RpL35,ppi,ppi
29838,RpS9,RpL13A,ppi,ppi
29839,RpL38,RpS29,ppi,ppi
29840,RpS7,RpL27A,ppi,ppi
29841,RpL11,RpL6,ppi,ppi
29842,RpS13,RpS27,ppi,ppi
29843,RpS27A,RpS9,ppi,ppi
29844,RpL23,RpS3A,ppi,ppi
29845,RpL29,RpL28,ppi,ppi
29846,RpL21,vig2,ppi,ppi
29847,RpS17,RpL14,ppi,ppi
29848,RpS9,vig2,ppi,ppi
29849,RpS15Aa,RpL35,ppi,ppi
29850,RpL35,RpL41,ppi,ppi
29851,DnaJ-1,Hsc70-4,ppi,ppi
29852,RpS28b,RpL6,ppi,ppi
29853,RpS13,RpL35,ppi,ppi
29854,sta,RpL36A,ppi,ppi
29855,RpS27A,RpS17,ppi,ppi
29856,RpL3,RpS25,ppi,ppi
29857,RpL36,RpS30,ppi,ppi
29858,RpLP2,RpS29,ppi,ppi
29859,RpL36,RpL8,ppi,ppi
29860,RpL26,RpL37A,ppi,ppi
29861,RpS15Aa,RpL24,ppi,ppi
29862,RpL29,RpS16,ppi,ppi
29863,RpL35,RpL35A,ppi,ppi
29864,sax,babo,ppi,ppi
29865,RpL3,RpL41,ppi,ppi
29866,RpL7,RpL11,ppi,ppi
29867,RpL6,RpL30,ppi,ppi
29868,RpS4,RpL3,ppi,ppi
